Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Almakhadmah I.M.","57217087607;","The role of the tourist mix in activating christian religious tourism in Madaba Governorate, Jordan",2019,"African Journal of Hospitality, Tourism and Leisure","8","3",,"","",15,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068009854&partnerID=40&md5=a737ec9536098101b94bc601dece44b7","Al-Balqa Applied University Ajloun College, Tourism Management Department, Ajloun, Jordan","Almakhadmah, I.M., Al-Balqa Applied University Ajloun College, Tourism Management Department, Ajloun, Jordan","The Travel and Tourism industry remains one of the principal single businesses in world business. The tourism industry is also undoubtedly one of the largest sectors earning foreign exchange. Given the many benefits of religious tourism as one type of tourism, many countries have begun assigning greater importance to marketing of religious sites. Creating greater awareness of religious tourism in the Hashemite Kingdom of Jordan can have a far-reaching impact. State agencies and tourist organizations have the responsibility of informing, persuading and identifying potential tourists. Consequently, marketers need to use the various components of promotion efficiently so that they can get ahead in increasing the number of expected users. Promotion will support in efforts to maximize the duration of stay, and the frequency of visits through offering new tourist products in Jordan, to areas such as Madaba, which is clearly unexploited or only often partially exploited, to boost tourism from pilgrims. This study aimed at identifying the role of tourism promotion mix in activating Christian religious tourism in the Jordanian Governorate of Madaba. Secondary data sources such as books, studies and statistics of the Jordanian Ministry of Tourism, relying mainly on the questionnaire were used as sources of preliminary data Three hundred questionnaires were distributed to a group of local and foreign tourists in Madaba Governorate and were subjected to statistical analysis (250) using the statistical packages for social sciences. The study proved to be an important one showing the role for all factors of the tourist promotion mix (advertisement, sales activation, publicity, personal selling) in activating Christian religious tourism. The publicity aspect turned out to be the most influential factors followed by the tourist activation sales, advertisement and personal selling respectively. © 2019 AJHTL.","Activation tourism; Christian tourism; Religious tourism; Tourism promotion; Tourist promotion mix",,Article,"Final","",Scopus,2-s2.0-85068009854
"Mxunyelwa S., Henama U.S.","56445853200;56916142800;","Small to Medium Tourism Enterprises (SMTEs) promoting Local Economic Development in Hogsback, Eastern Cape, South Africa",2019,"African Journal of Hospitality, Tourism and Leisure","8","3",,"","",14,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067828858&partnerID=40&md5=cf314267f439476cdad18e92f9ac880b","Department of Tourism, Walter Sisulu University, East London, 5201, South Africa; Archie Mafeje Research Institute, University of South Africa, South Africa","Mxunyelwa, S., Department of Tourism, Walter Sisulu University, East London, 5201, South Africa; Henama, U.S., Archie Mafeje Research Institute, University of South Africa, South Africa","Universally, small to medium tourism enterprises (SMTEs) are acknowledged for their capability to create job opportunities and vibrant economies in both developed and developing destinations. SMTEs have the potential to benefit local communities through creating jobs, especially in small towns such as Hogsback in the Eastern Cape of South Africa. The purpose of this research was to investigate the ability of SMTEs to promote local economic development (LED) in Hogsback. . This approach used in this study was based on a mixed methodology and a systematic random sample of SMTEs in the Hogsback area was drawn. A questionnaire was used to collect primary data from 70 respondents. Secondary data were collected through a review of relevant literature found in books, articles, journals, state publications and the internet. The key data were captured and analysed using the Statistical Package for the Social Sciences (SPSS) software. The findings showed that 93.34% of respondents agreed that SMTEs create economic benefit and 90% agreed that the economy of Hogsback relies heavily on the tourism sector. Most importantly, all of the respondents (100%) agreed that the tourism industry is the biggest employer in Hogsback. The study recognised that SMTEs in Hogsback provide significant economic benefits and contribute towards LED. However, they lack information on how they can get support from government institutions in order to grow and develop and this remains a problem. A number of SMTEs are not contributing to LED for this reason. Government agencies should assist SMTEs with finance, market access and other needs to ensure their success in creating economic diversification from agricultural dominated Hogsback and achieve business survival and sustainability. © 2019 AJHTL.","Hogsback; Local economic development; SMTEs; South Africa; Tourism",,Article,"Final","",Scopus,2-s2.0-85067828858
"Polyakov M., Khanin I., Bormatenko N., Kosenchuk S.","57194904129;57203118329;57203112667;57208225347;","Knowledge basis for integration of finance, economics, management and IT business",2019,"FEMIB 2019 - 1st International Conference on Finance, Economics, Management and IT Business",,,,"70","77",,,"10.5220/0007757000700077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067465175&doi=10.5220%2f0007757000700077&partnerID=40&md5=17420b8b422ca86e65115e4587873fac","Managing Partner Noosphere Ventures Inc., 1906 El Camino Real, Menlo Park, United States; Department of International Economic Affairs, National University of Water Management and Nature Resources Use, Rivne, Ukraine; Noosphere Ventures Inc., Dnipro, Gagarina, Ukraine","Polyakov, M., Managing Partner Noosphere Ventures Inc., 1906 El Camino Real, Menlo Park, United States; Khanin, I., Department of International Economic Affairs, National University of Water Management and Nature Resources Use, Rivne, Ukraine; Bormatenko, N., Noosphere Ventures Inc., Dnipro, Gagarina, Ukraine; Kosenchuk, S., Noosphere Ventures Inc., Dnipro, Gagarina, Ukraine","The problem of integration of finance, economics, management and IT business is the problem of activities' integration, digitalized with application of IT. Digitization leaves unsolved questions of cognitive activities objects' integration. This disintegration is partially compensated on the humanitarian level by optimization of subjects' behaviour. But integration on level of physical and informational objects of activity stays insufficient. The experience convinces that its strengthening is impossible without vertical integration of knowledge about conscious phenomena, and horizontal integration of conscious and natural sciences knowledge. Products of conscious activity are programs and databases. The understanding of their essence led to building of bilateral development models of cognition and economy. On this basis, the vertical of knowledge for spheres of sign phenomena, is built. It contains in its core the paradigm of sign constructions ontology. It is received with method of immersion from concrete to abstract. The result is used for ascending from abstract to concrete. On the way to data infrastructures as flexible “junctions” between fragments of activity, paradigms of data and computer programs are received. Their essence which is called quasi-physical is defined by analogy with computer programs, where signifier and signified have no physical connection but have correspondence. © 2019 by SCITEPRESS - Science and Technology Publications, Lda.","Integration of Objects and Subjects of Activity; Paradigm of Ontology of Sign Constructions; Paradigmatic Innovative Development of Cognition and Economy; Quasi-Physical Approach to Conscious Phenomena; Vertical and Horizontal Integration of Knowledge","Disintegration; Economics; Finance; Ontology; Cognitive activities; Data infrastructure; Horizontal integrations; Paradigmatic Innovative Development of Cognition and Economy; Physical approaches; Physical connections; Vertical and horizontal integrations; Vertical integration; Integration",Conference Paper,"Final","",Scopus,2-s2.0-85067465175
"Estember R.D., Calvez C.G.Y.","56685624400;57209296018;","Budget allocation model for public Senior High School academic programs",2019,"Proceedings of the International Conference on Industrial Engineering and Operations Management","2019","MAR",,"742","753",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067264391&partnerID=40&md5=a7d8f26b87c988115a420a93a887b062","School of Industrial Engineering and Engineering Management, Mapua University, Manila, Philippines","Estember, R.D., School of Industrial Engineering and Engineering Management, Mapua University, Manila, Philippines; Calvez, C.G.Y., School of Industrial Engineering and Engineering Management, Mapua University, Manila, Philippines","The implementation of Senior High School program in the Philippine educational system requires the national government to provide funding to public high schools to address students' different needs because of different demands required by the different academic tracks offered such as General Academic Strand (GAS), Humanities and Social Sciences (HUMSS), Science, Technology, Engineering and Mathematics (STEM), and Accountancy and Business Management (ABM). However, there are no standardized budget allocation guidelines being followed by the implementing public high schools. The lack of a defined and standardized budget allocation process poses a threat on mismanagement of the available budget. Through the defined factors and quantifying the prioritization of the different learning outcomes of the academic programs into priority weights, this paper intends to develop a budget allocation model using Goal Programming. The budget allocation model was developed using the data of different public schools in Cavite. The results showed an improvement on the achievement of priority weights by an average of 24.76%. The budget allocation model was also translated into a system to allow the public schools to generate the satisficing results on any given year and interpret results with the aid of analytics on the formulated budget. © IEOM Society International.","Budget allocation; Goal programming; Mathematical model; Senior high school",,Conference Paper,"Final","",Scopus,2-s2.0-85067264391
[No author name available],[No author id available],"Proceedings of the International Conference on Industrial Engineering and Operations Management Bangkok, IEOM 2019",2019,"Proceedings of the International Conference on Industrial Engineering and Operations Management","2019","MAR",,"","",3704,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067263414&partnerID=40&md5=9e525ee85721c10f46fd035b82ffe262",,"","This proceedings contains 494 papers. The conference aims to provides the ideas and recent developments in the field of industrial engineering, systems engineering, service engineering, manufacturing engineering, quality and reliability engineering, operations research, engineering management, operations management and operations excellence. The theme of the conference is ""Achieving and Sustaining Excellence in Operations, Systems and Service"". Also the conference cover the following topics which include: Artificial Intelligence (AI); Automation and Agility; Business Management; Case Studies; Construction Management; Cyber Security; Data Analytics and Big Data; Decision Sciences; Defense and Aviation; Design and Analysis; E-Business/E-Service; E-Manufacturing; Energy; Engineering Education; Engineering Management (EM); Entrepreneurship; Environmental Engineering and Management; Financial Engineering; Healthcare Operations and Services; Human Factors and Ergonomics; Industrial Services; Industry Practices and Solutions; Information Technology and Information Systems (IT & IS); Innovation; Inventory Control and Management; Lean; Logistics; Maintenance Services; Manufacturing; Material Flow Cost Accounting (MFCA); Modeling and Simulation; Operations Management (OM); Operations Research (OR); Optimization; Product Design and Development; Product Lifecycle Management (PLM); Production Planning and Control (PPC); Project Management; Quality; Reliability; Service Engineering and Service Management; Six Sigma; Statistics; Supply Chain Management (SCM); Sustainability and Green Systems; Sustainability in Supply Chain, Enterprise Operations and Strategies including Food Supply Chain; Sustainable Manufacturing; Systems Dynamics; Systems Engineering; Technology Management; Total Quality Management (TQM); Transportation and Traffic; Waste Management; Work Design, Measurements, Standards and ISO, etc. The key terms of this proceedings include aquaculture manufacturing firm, artificial neural network, mechanical solar tracker design, Excellent Performance Realization Methodologies (EPRMs), green reverse logistics network design, cotton supply chain management, laser induced fluorescence spectra (LIF), stochastic modeling, applied thermodynamics, dynamic modeling and fuzzy logic.",,,Conference Review,"Final","",Scopus,2-s2.0-85067263414
"Taj S., Sanchez-Arias R.","57209260872;56479325400;","Innovative undergraduate degree programs in data science and business analytics",2019,"Proceedings of the International Conference on Industrial Engineering and Operations Management","2019","MAR",,"2059","2060",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067237671&partnerID=40&md5=2750e604d8d2c008401e1d0a198548fc","Department of Data Science and Business Analytics, Florida Polytechnic University, Lakeland, FL  33805, United States","Taj, S., Department of Data Science and Business Analytics, Florida Polytechnic University, Lakeland, FL  33805, United States; Sanchez-Arias, R., Department of Data Science and Business Analytics, Florida Polytechnic University, Lakeland, FL  33805, United States","Department of Data Science and Business Analytics established in January 2018 in the College of Innovation and Technology at Florida Polytechnic University. Two highly innovative undergraduate degree programs are offered: Bachelor of Science in Data Science and Bachelor of Science in Business Analytics. Data Science is an interdisciplinary field that uses scientific methods, processes, algorithms and systems to extract knowledge and insights from data in various forms, both structured and unstructured. New computational and analytic approaches to a vast array of forms, scales, and sources of data are now critical to research, decision-making, and action. The rigorous curriculum in Data Science program focuses on the fundamentals of applied mathematics, computer science, probability, statistics, optimization, and machine learning while incorporating real-world examples. Business Analytics is analytics expertise with a business focus. It is a cutting-edge program especially designed to prepare students for top jobs in today's technology and data intensive business world. The curriculum provides extensive instruction in the disciplines of optimization, mathematical modeling, probabilistic and statistical analysis, simulation, computer programming, database, data and text mining, and cloud computing. The curriculum also includes classes in subject areas you would expect to find in a more traditional business program, such as economics, accounting, finance, operations management, supply chain management, entrepreneurship, business law, negotiation, project management, and strategy. The curricula of two programs are intertwined by first year common and several common courses and senior yearlong industry project. In this paper we highlight curriculum development along with learning objectives. © IEOM Society International.","Business analytics; Data analytics and big data; Data science",,Conference Paper,"Final","",Scopus,2-s2.0-85067237671
"Deheshti M., Azimzadeh S.M., Mirzazadeh Z., Alimohammadi H.","57209256496;57216621932;55793399500;57209248945;","Modeling the competitive advantage of Iranian soccer clubs based on the team reputation considering the satisfaction level of fans of the selected teams",2019,"Annals of Applied Sport Science","7","2",,"63","71",,,"10.29252/aassjournal.7.2.63","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067033185&doi=10.29252%2faassjournal.7.2.63&partnerID=40&md5=886a947b4337005a8ddd34baae7bfa7a","Department of Sport Manegement, Faculty of Physical Education and Sport Science, Ferdowsi University of Mashhad, Mashhad, Iran; Department of Physical Education and Sport Sciences, University of Qom, Qom, Iran","Deheshti, M., Department of Sport Manegement, Faculty of Physical Education and Sport Science, Ferdowsi University of Mashhad, Mashhad, Iran; Azimzadeh, S.M., Department of Sport Manegement, Faculty of Physical Education and Sport Science, Ferdowsi University of Mashhad, Mashhad, Iran; Mirzazadeh, Z., Department of Sport Manegement, Faculty of Physical Education and Sport Science, Ferdowsi University of Mashhad, Mashhad, Iran; Alimohammadi, H., Department of Physical Education and Sport Sciences, University of Qom, Qom, Iran","Background. Today, all the fields, including science, business, industry, and sports, are influenced by the profound and sustained changes. New rules arise every day; organizations, especially sports clubs, are in an endless struggle to gain competitive advantage in the battle for survival and power stealth. The main function of competitive advantage is to guarantee the survival of organizations, so that they can succeed in their path to developments. Objectives. This study is a field research aimed to model the competitive advantage of Iranian Soccer Clubs based on the team reputation considering the satisfaction level of fans. Methods. The statistical population of the study included the fans of the teams of Iranian Premier League (2017-2018), among which 384 fans were selected as the sample. The measurement tool included the questionnaires of the public relations, brand image and identity, satisfaction, team reputation, and competitive advantage. Validity and reliability of the questionnaires were confirmed by experts using the Fuzzy Delphi Method (FDM) and Cronbach's alpha test. The descriptive statistical tests including the central tendency, dispersion, and inferential statistics (the structural equation test) were used for data analysis. SPSS software version 19 was used for the descriptive analysis and LISREL software for the analysis of the structural equation modeling. Results. The variables of public relations, brand identity, and brand image have a positive and significant effect on the team reputation. Also, satisfaction level of fans has a positive and significant effect on the competitive advantage of soccer clubs. Conclusion. The findings confirmed the significance of the conceptual model of the research. However, more studies should be conducted to identify other dimensions influencing the competitive advantage of teams. © 2019 Asian Exercise and Sport Science Association.","Competitive advantage; Fan; Football team; Team reputation",,Article,"Final","",Scopus,2-s2.0-85067033185
"Mertens S., Gailly F., Poels G.","56441154100;13606823500;6602187929;","A generic framework for flexible and data-aware business process engines",2019,"Lecture Notes in Business Information Processing","349",,,"201","213",,4,"10.1007/978-3-030-20948-3_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066822006&doi=10.1007%2f978-3-030-20948-3_18&partnerID=40&md5=6bf9a94fabeec6a8da6f7dcefbe7e508","Faculty of Economics and Business Administration, Ghent University, Tweekerkenstraat 2, Ghent, 9000, Belgium","Mertens, S., Faculty of Economics and Business Administration, Ghent University, Tweekerkenstraat 2, Ghent, 9000, Belgium; Gailly, F., Faculty of Economics and Business Administration, Ghent University, Tweekerkenstraat 2, Ghent, 9000, Belgium; Poels, G., Faculty of Economics and Business Administration, Ghent University, Tweekerkenstraat 2, Ghent, 9000, Belgium","Business Process Management can be applied to improve the efficiency, efficacy and transparency of its processes. This paper focusses on processes that can be characterized as loosely framed and knowledge-intensive (e.g. diagnosis and treatment of a patient in a hospital). Declarative process modeling languages that incorporate decision logic are well suited to model these processes and tools for the automatic discovery of such models from the data in the current IT-systems are starting to appear. However, the resulting models are often difficult for humans to understand, which makes it hard to implement them. Process engines can help to overcome this problem, as they can handle the complexity of the model and support the users to correctly execute it. Process engines are common ground for imperative models, but the offerings on the declarative side are more limited. This paper uses the design science methodology to develop a generic framework for flexible and data-aware process engines. The declarative model supports the direct flexibility needs of the process actor during execution, and it also enables a more general flexibility of the information system as changes to the model can be enacted immediately. An implementation of proposed framework for the DeciClare language was created, DeciClareEngine, and demonstrated with the realistic arm fracture case. © Springer Nature Switzerland AG 2019.","Business process engine; Declarative and data-aware process execution; Flexible information systems; Knowledge-intensive processes","Enterprise resource management; Information systems; Information use; Modeling languages; Patient treatment; Systems engineering; Automatic discovery; Business Process; Business process management; Declarative models; Declarative process models; Design science methodologies; Knowledge intensive process; Process execution; Engines",Conference Paper,"Final","",Scopus,2-s2.0-85066822006
"Tiwari S.T.S., Chan S.W., Ahmad M.F., Zaman I.","57194039640;55986364500;57209502811;36544499800;","Application and implementation of e-procurement technologies in Malaysian manufacturing firm",2019,"International Journal of Supply Chain Management","8","2",,"923","929",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064996269&partnerID=40&md5=f3bdd62fc2d4a316f7c0f281e5294350","Faculty of Technology Management and Business, Universiti Tun Hussein Onn Malaysia, Batu Pahat, Johor, 86400, Malaysia; Faculty of Mechanical and Manufacturing Engineering, Universiti Tun Hussein Onn Malaysia, Batu Pahat, Johor, 86400, Malaysia","Tiwari, S.T.S., Faculty of Technology Management and Business, Universiti Tun Hussein Onn Malaysia, Batu Pahat, Johor, 86400, Malaysia; Chan, S.W., Faculty of Technology Management and Business, Universiti Tun Hussein Onn Malaysia, Batu Pahat, Johor, 86400, Malaysia; Ahmad, M.F., Faculty of Technology Management and Business, Universiti Tun Hussein Onn Malaysia, Batu Pahat, Johor, 86400, Malaysia; Zaman, I., Faculty of Mechanical and Manufacturing Engineering, Universiti Tun Hussein Onn Malaysia, Batu Pahat, Johor, 86400, Malaysia","In the present scenario of global business competition, web-based technology is of great importance. It has become an extremely important criterion where businesses are now adopting e-commerce such as electronic procurement for the operation management of their organization. Despite this, they are still experiencing slow adoption of e-procurement. The main objective of this study was to determine the extent of e-procurement implementation in Malaysia organization as well as identify the relationship between the e-procurement system and supply chain performance among organizations in Malaysia. The study anchored on relevant theories on e-procurement which was Technology Acceptance Model. This study used descriptive research design. The population of this study was the employees from the manufacturing firms in Malaysia. A questionnaire was used to collect data. Data collected was analyzed quantitatively through the Statistical Package for the Social Sciences (SPSS). The procurement processes include E-ordering, E-sourcing, E-tendering, E-reverse auctioning and E-informing. The findings indicated that the firms had implemented E-procurement to a moderate extent. The respondents indicated that E-tendering was highly implemented in the organization in order to improve the supply chain performance to a large percentage (M=3.92, SD=0.701). The results also identified that the e-procurement system was positively associated with the supply chain performance of the organization. This study provides insights into manufacturing firms regarding the importance of E-procurement technologies. © ExcelingTech Pub, UK.","Application and implementation; E-procurement technologies; Manufacturing firm; Supply chain performance; Technology acceptance model",,Article,"Final","",Scopus,2-s2.0-85064996269
"Sharifikheirabadi M., Sharifikheirabadi A., Sharifikheirabadi M.","57208506849;57208509360;57208506848;","Determining the optimum level of production in carpet production workshops of Iran carpet Co based on the global supply chain",2019,"International Journal of Supply Chain Management","8","2",,"331","339",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064987314&partnerID=40&md5=2bd4869e2c0635468722665f2e81306a","Graduated from Accounting Department, Islamic Azad University, Shahrekord, Iran; Graduated from Information Technology Management Department of west branch, Payamnoor University, Tehran, Iran; Graduated from Business Management Department, Isfahan University, Isfahan, Iran","Sharifikheirabadi, M., Graduated from Accounting Department, Islamic Azad University, Shahrekord, Iran; Sharifikheirabadi, A., Graduated from Information Technology Management Department of west branch, Payamnoor University, Tehran, Iran; Sharifikheirabadi, M., Graduated from Business Management Department, Isfahan University, Isfahan, Iran","In a competitive world of today's business, companies and organizations, utilizing various types of technology and management science, are creating competitive advantages of knowledge management tools and optimizing organizational processes. One of the most important managerial sciences that has raised usefulness in this field is logistics and supply chain. Despite the progress of technology in the present era and the development of the production and consumption of machine-made carpets, the handmade carpet, due to its beauty, elegance, natural materials and its original and valuable designs, has kept its popularity and continued to exist despite its many problems in the cycle of production and exports, and the presence of rivals such as China, Pakistan and India. Proper supply chain performance plays a crucial role in the success of the organization. Therefore, it is essential to use an appropriate supply chain performance assessment system to continuously improve it. The purpose of this study is to analyze the operation of the reciprocating chain in accordance with the operational reference model of the supply chain. First identified, which includes the ability, SCOR five criteria are based on the reliability model, flexibility, accountability, cost and asset. The present research is considered as an applied research in terms of type of the objective. The research field is the workshops of Iran Carpet Company active in 2014. The statistical population of this research includes all the carpet production workshops covered by Iran Carpet Company. Based on two documentary and survey methods, the data required has been collected. The results indicate that in some carpet production workshops, the production capacity has been optimal. © ExcelingTech Pub, UK.","Carpet production workshops; Global supply chain; Iran Carpet Co; Optimum level; Productivity",,Article,"Final","",Scopus,2-s2.0-85064987314
"Baek W., Cho J., Kim Y.B.","56946426300;10340341200;12142410000;","Convergence in education and employment of engineering students: Korean evidence",2019,"Engineering Economics","30","1",,"59","68",,1,"10.5755/j01.ee.30.1.14306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064618304&doi=10.5755%2fj01.ee.30.1.14306&partnerID=40&md5=8c74b6d23fd516706363b38e37bd5daf","Sungkyunkwan University College of Economics, 25-2, Sungkyunkwan-ro, Jongno-gu, Seoul, South Korea; Sungkyunkwan University College of Engineering, Seobu-ro, Jangan-gu, Suwon-si, Gyeong gi-do  2066, South Korea","Baek, W., Sungkyunkwan University College of Economics, 25-2, Sungkyunkwan-ro, Jongno-gu, Seoul, South Korea; Cho, J., Sungkyunkwan University College of Economics, 25-2, Sungkyunkwan-ro, Jongno-gu, Seoul, South Korea; Kim, Y.B., Sungkyunkwan University College of Engineering, Seobu-ro, Jangan-gu, Suwon-si, Gyeong gi-do  2066, South Korea","The convergence of science, technology, the humanities, and the social sciences is an irreversible general trend. As a result, it will be important to foster employability counseling of engineering students leading to an understanding of why broad knowledge will help their employability. This study measures the effects of the convergence concept on students’ employability by calculating the proportion of major classes taken in the humanities and social sciences among all college classes taken. This study analyzed the impact of convergence education as well as academic performance such as grades and study abroad experience on employability using employability-course matched data on graduates from a college of engineering from 2008 to 2015. The results showed that the higher percentage of classes taken in business administration or economics, as well as the total GPA and participation in study abroad programs, the more positive the effect on getting a job. This result reflects the reality that companies that value professional engineers are beginning to prefer that they have not only a business-oriented mindset but knowledge about other fields so that they can deal with the complexities and rapid changes in modern society. Accordingly, fostering corporate human resources philosophies that advocate for broad education will not only increase productivity in the labor market but make a great contribution to the development of colleges. © 2019, Kauno Technologijos Universitetas. All rights reserved.","Academic Performance; College of Engineering Graduate Employability; Convergence in Education; Employability-Course Matched Data; School-To-Work Transition",,Article,"Final","",Scopus,2-s2.0-85064618304
"Yazdani M., Gonzalez E.D.R.S., Chatterjee P.","56908500300;55339211600;26026748700;","A multi-criteria decision-making framework for agriculture supply chain risk management under a circular economy context",2019,"Management Decision","59","8",,"1801","1826",,48,"10.1108/MD-10-2018-1088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064477547&doi=10.1108%2fMD-10-2018-1088&partnerID=40&md5=cda82d513014913da5641eac7451af99","Department of Management, Universidad de Loyola Andalucia, Seville, Spain; Department of Industrial Engineering, Universidad de Talca, Talca, Chile; Department of Mechanical Engineering, MCKV Institute of Engineering, Kolkata, India","Yazdani, M., Department of Management, Universidad de Loyola Andalucia, Seville, Spain; Gonzalez, E.D.R.S., Department of Industrial Engineering, Universidad de Talca, Talca, Chile; Chatterjee, P., Department of Mechanical Engineering, MCKV Institute of Engineering, Kolkata, India","Purpose: The implementation of circular economy strategies is one of the central objectives of several governments seeking a transition toward a sustainable development. Circular economy in agriculture deals with the production of agricultural commodities making an efficient use of resources and avoiding unnecessary waste and carbon emission generation. Disruptions in the production and supply of critical agricultural products can have serious negative repercussions for firms and consumers of the food supply chain. In recent decades, disruptions generated by natural disasters such as hurricanes, thunderstorms and floods have greatly impacted social communities and industrial sectors. Supply chain risks approaches are seen to contribute key elements to address the impacts of natural disaster toward the implementation of circular economy in agriculture, helping to prevent collapses in the production and supply of food. The purpose of this paper is to study and identify flood risk drivers and their effects on the sustainability of an agriculture supply chain in connection with a circular economy strategy. By using an extended Step-wise Weight Assessment Ratio Analysis method combined with a multi-criteria decision analysis, the most essential flood drivers with a degree of importance are reported here. Then, the authors propose an Evaluation of Data based on average ASsessment method, to rank different agricultural projects that pretend to mitigate the flood risks and its impacts on crop areas. The application of this research lies within the framework of a real agricultural project founded by the European Commission Scientific Section, called RUC-APS. Design/methodology/approach: The authors use management science-based tools to address circular economy in agriculture. The authors propose a multi-criteria-based methodology to assess the risks of flooding in crops areas. To validate the proposed methodology, a case example from Spain is discussed to rank different agricultural projects that pretend to mitigate the flood risks and its impacts on crop areas. Findings: The proposed multi-criteria methodology confirmed a successful application to rank different agricultural projects that pretend to mitigate the flood risks and its impacts on crop areas. Organizations and firms in the agricultural business can use the methodology to identify risks drivers and to detect the best projects to mitigate the highest impacts of flooding risks in crops areas. Originality/value: The authors use supply chain risks approaches to address the impacts of natural disaster on the implementation of circular economy in agriculture. The authors propose a robust multi-criteria-based methodology to assess the risks of flooding in crops areas and we used to determine the best mitigating projects to face flooding risks on crop areas. © 2019, Emerald Publishing Limited.","Circular economy; Flood and supply chain risk; Flood risk; Multi-criteria decision making; Step-wise Weight Assessment Ratio Analysis; Supply risks; Sustainable agriculture; Sustainable supply chain",,Article,"Final","",Scopus,2-s2.0-85064477547
"Akhmetshin E.M., Larionova G.N., Lukiyanchina E.V., Savitskaya Y.P., Aleshko R.A., Aleynikova O.S.","56027651200;6506799493;57208317568;57195573810;56588041100;57207843240;","The influence of educational environment on the development of entrepreneurial skills and competencies in students",2019,"Journal of Entrepreneurship Education","22",,"358","","",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064466501&partnerID=40&md5=846a1f3729b06e2bcd33b7d949f4cb31","Kazan Federal University, Russian Federation; Nizhnekamsk Chemical Technological Institute (Branch of Kazan National Research Technological University), Russian Federation; Surgut State Pedagogical University, Russian Federation; Industrial University of Tyumen, Russian Federation; Northern (Arctic) Federal University, Russian Federation; Razumovsky Moscow State University of Technologies and Management, The First Cossack University, Russian Federation","Akhmetshin, E.M., Kazan Federal University, Russian Federation; Larionova, G.N., Nizhnekamsk Chemical Technological Institute (Branch of Kazan National Research Technological University), Russian Federation; Lukiyanchina, E.V., Surgut State Pedagogical University, Russian Federation; Savitskaya, Y.P., Industrial University of Tyumen, Russian Federation; Aleshko, R.A., Northern (Arctic) Federal University, Russian Federation; Aleynikova, O.S., Razumovsky Moscow State University of Technologies and Management, The First Cossack University, Russian Federation","In the climate of rapidly changing labour market, globalization and developing information society, higher education needs a new approach to learning. The purpose of this article is to identify the main entrepreneurial competencies and to determine the role of a learning environment on the development of entrepreneurial competencies in students. This article uses methods of statistical analysis and a questionnaire survey. The survey involved 251 students of the Elabuga Institute of the Kazan Federal University. These bachelor’s students were majors in Economics, Management, Professional Education (by branches) and Applied Computer Science in Economics. The survey that was applied uses a Likert five-point scale. The research showed that the level of entrepreneurial competencies among the Economics and Management majors averages 60%, 10% higher than in students majoring in Professional Education and Applied Computer Science in Economics. The survey showed that students could hardly assess their strengths and weaknesses, they were not confident in their abilities and talents either (the average score for “self-confidence” was 11 ± 2 points). The strongest entrepreneurial competence was formed in Economics majors (31%), while the lowest indicators were found in students majoring in Professional Education (18%). Among the various components of entrepreneurial competence, all students have better formed personal competencies, such as initiative, persistence, effective communication, and a focus on efficiency. Professional competencies, such as seeking new business opportunities, using information and communication technologies, and assessing new business opportunities, are better developed in students majoring in Economics, Management and Applied Computer Science in Economics. The study showed a high correlation between the quality of the learning environment and the level of entrepreneurial competence. The quality of education and training affects the future development of specialists in the enterprise. Therefore, data in this study will be useful in forming entrepreneurial competence in students when creating an innovation-based learning environment in higher educational establishments. © 2019, Allied Business Academies. All rights reserved.","Competencies; Educational Environment; Entrepreneurial Skills; Entrepreneurship Education",,Article,"Final","",Scopus,2-s2.0-85064466501
